,0,1,2,3,4,5
226,2024-08-13T11:15:00+05:30,24312.35,24330.15,24268.8,24296.0,0
227,2024-08-13T12:15:00+05:30,24296.65,24297.6,24205.25,24238.1,0
228,2024-08-13T13:15:00+05:30,24237.35,24257.3,24117.2,24152.9,0
229,2024-08-13T14:15:00+05:30,24151.7,24177.95,24121.6,24122.9,0
230,2024-08-13T15:15:00+05:30,24124.15,24144.2,24119.35,24141.2,0
231,2024-08-14T09:15:00+05:30,24184.4,24196.5,24100.15,24147.35,0
232,2024-08-14T10:15:00+05:30,24148.85,24171.35,24118.3,24135.45,0
233,2024-08-14T11:15:00+05:30,24136.75,24166.05,24127.15,24164.85,0
234,2024-08-14T12:15:00+05:30,24164.55,24194.35,24145.45,24178.55,0
235,2024-08-14T13:15:00+05:30,24179.65,24179.85,24145.6,24171.25,0
236,2024-08-14T14:15:00+05:30,24170.25,24177.75,24121.85,24135.55,0
237,2024-08-14T15:15:00+05:30,24134.3,24157.3,24129.65,24144.5,0
238,2024-08-16T09:15:00+05:30,24334.85,24403.25,24275.3,24295.0,0
239,2024-08-16T10:15:00+05:30,24293.7,24306.65,24205.2,24234.35,0
240,2024-08-16T11:15:00+05:30,24233.9,24440.3,24227.85,24419.8,0
241,2024-08-16T12:15:00+05:30,24419.95,24458.95,24389.2,24442.8,0
242,2024-08-16T13:15:00+05:30,24442.4,24517.75,24427.65,24516.0,0
243,2024-08-16T14:15:00+05:30,24514.95,24563.45,24473.25,24554.35,0
244,2024-08-16T15:15:00+05:30,24554.15,24561.3,24537.45,24539.2,0
245,2024-08-19T09:15:00+05:30,24636.35,24638.25,24566.3,24580.45,0
246,2024-08-19T10:15:00+05:30,24579.1,24590.2,24523.55,24543.95,0
247,2024-08-19T11:15:00+05:30,24544.45,24598.0,24542.7,24570.0,0
248,2024-08-19T12:15:00+05:30,24569.7,24592.9,24552.25,24590.45,0
249,2024-08-19T13:15:00+05:30,24590.9,24605.1,24543.85,24572.35,0
250,2024-08-19T14:15:00+05:30,24573.2,24592.35,24562.45,24571.45,0
251,2024-08-19T15:15:00+05:30,24571.25,24590.3,24570.6,24579.0,0
