datetime,open,high,low,close,volume
2025-06-19T15:14:00+05:30,24795.0,24795.85,24789.75,24791.75,0
2025-06-19T15:15:00+05:30,24791.45,24802.4,24790.55,24795.9,0
2025-06-19T15:16:00+05:30,24795.3,24796.7,24786.3,24789.6,0
2025-06-19T15:17:00+05:30,24788.8,24794.35,24786.4,24788.7,0
2025-06-19T15:18:00+05:30,24787.4,24805.15,24787.4,24792.7,0
2025-06-19T15:19:00+05:30,24792.8,24797.3,24785.95,24787.9,0
2025-06-19T15:20:00+05:30,24789.15,24798.55,24787.45,24788.95,0
2025-06-19T15:21:00+05:30,24789.7,24796.0,24787.3,24791.35,0
2025-06-19T15:22:00+05:30,24791.5,24794.3,24786.5,24789.5,0
2025-06-19T15:23:00+05:30,24789.6,24793.85,24783.6,24787.6,0
2025-06-19T15:24:00+05:30,24787.65,24789.6,24776.95,24779.6,0
2025-06-19T15:25:00+05:30,24779.95,24780.65,24770.85,24773.0,0
2025-06-19T15:26:00+05:30,24773.25,24774.8,24764.55,24766.25,0
2025-06-19T15:27:00+05:30,24766.35,24769.25,24752.5,24754.05,0
2025-06-19T15:28:00+05:30,24755.85,24759.95,24748.25,24752.55,0
2025-06-19T15:29:00+05:30,24753.15,24754.75,24733.4,24744.7,0
2025-06-20T09:15:00+05:30,24787.65,24869.85,24783.65,24864.85,0
2025-06-20T09:16:00+05:30,24862.8,24864.15,24852.15,24862.4,0
2025-06-20T09:17:00+05:30,24866.15,24874.7,24865.75,24872.7,0
2025-06-20T09:18:00+05:30,24872.95,24881.5,24872.8,24875.5,0
2025-06-20T09:19:00+05:30,24875.05,24875.5,24858.85,24859.7,0
2025-06-20T09:20:00+05:30,24861.15,24874.35,24857.65,24860.6,0
2025-06-20T09:21:00+05:30,24859.85,24862.65,24840.0,24841.15,0
2025-06-20T09:22:00+05:30,24839.95,24847.95,24824.25,24827.95,0
2025-06-20T09:23:00+05:30,24826.9,24837.45,24823.85,24828.85,0
2025-06-20T09:24:00+05:30,24828.45,24842.8,24826.65,24840.4,0
2025-06-20T09:25:00+05:30,24840.35,24851.45,24840.0,24848.2,0
2025-06-20T09:26:00+05:30,24848.75,24849.05,24824.35,24824.35,0
2025-06-20T09:27:00+05:30,24824.9,24826.55,24814.85,24825.85,0
2025-06-20T09:28:00+05:30,24826.65,24847.1,24826.65,24843.9,0
2025-06-20T09:29:00+05:30,24843.05,24843.8,24829.8,24830.2,0
2025-06-20T09:30:00+05:30,24831.6,24847.1,24831.6,24842.15,0
2025-06-20T09:31:00+05:30,24840.55,24840.6,24836.4,24839.65,0
2025-06-20T09:32:00+05:30,24838.15,24840.1,24820.4,24821.95,0
2025-06-20T09:33:00+05:30,24820.55,24825.15,24818.2,24822.15,0
2025-06-20T09:34:00+05:30,24821.3,24834.6,24819.75,24832.0,0
2025-06-20T09:35:00+05:30,24831.55,24843.5,24829.35,24843.25,0
2025-06-20T09:36:00+05:30,24843.45,24847.45,24834.15,24834.2,0
2025-06-20T09:37:00+05:30,24833.1,24840.85,24833.1,24838.0,0
2025-06-20T09:38:00+05:30,24838.6,24842.35,24836.25,24842.35,0
2025-06-20T09:39:00+05:30,24842.0,24842.05,24834.55,24836.7,0
2025-06-20T09:40:00+05:30,24836.25,24841.55,24832.05,24838.75,0
2025-06-20T09:41:00+05:30,24837.95,24848.2,24836.8,24847.25,0
2025-06-20T09:42:00+05:30,24846.95,24871.25,24846.95,24870.75,0
2025-06-20T09:43:00+05:30,24870.65,24871.3,24864.95,24865.95,0
2025-06-20T09:44:00+05:30,24865.15,24874.35,24863.95,24874.35,0
2025-06-20T09:45:00+05:30,24874.25,24886.65,24874.25,24884.6,0
2025-06-20T09:46:00+05:30,24884.35,24893.05,24883.75,24889.7,0
2025-06-20T09:47:00+05:30,24890.05,24897.75,24889.75,24895.7,0
2025-06-20T09:48:00+05:30,24895.2,24896.45,24886.85,24890.25,0
2025-06-20T09:49:00+05:30,24891.45,24900.25,24890.15,24893.7,0
2025-06-20T09:50:00+05:30,24892.5,24895.2,24885.5,24886.3,0
2025-06-20T09:51:00+05:30,24885.65,24887.65,24872.55,24874.95,0
2025-06-20T09:52:00+05:30,24874.4,24876.85,24871.2,24873.95,0
2025-06-20T09:53:00+05:30,24874.0,24874.0,24863.8,24865.35,0
2025-06-20T09:54:00+05:30,24865.8,24873.2,24864.4,24872.15,0
2025-06-20T09:55:00+05:30,24872.4,24877.5,24870.7,24873.6,0
2025-06-20T09:56:00+05:30,24873.0,24873.05,24858.25,24860.75,0
2025-06-20T09:57:00+05:30,24860.55,24862.85,24853.0,24857.75,0
2025-06-20T09:58:00+05:30,24856.45,24863.8,24854.8,24863.05,0
2025-06-20T09:59:00+05:30,24862.75,24866.3,24861.15,24865.15,0
2025-06-20T10:00:00+05:30,24864.35,24871.55,24863.9,24865.2,0
2025-06-20T10:01:00+05:30,24864.95,24869.65,24864.3,24867.5,0
2025-06-20T10:02:00+05:30,24867.65,24868.25,24861.0,24867.8,0
2025-06-20T10:03:00+05:30,24867.35,24876.05,24865.8,24870.55,0
2025-06-20T10:04:00+05:30,24870.95,24878.3,24870.9,24876.6,0
2025-06-20T10:05:00+05:30,24876.1,24891.5,24875.6,24887.45,0
2025-06-20T10:06:00+05:30,24887.15,24894.95,24887.15,24891.1,0
2025-06-20T10:07:00+05:30,24891.2,24891.6,24879.65,24880.35,0
2025-06-20T10:08:00+05:30,24879.65,24885.2,24877.45,24884.35,0
2025-06-20T10:09:00+05:30,24883.5,24885.85,24881.45,24884.8,0
2025-06-20T10:10:00+05:30,24884.3,24888.3,24881.45,24887.5,0
2025-06-20T10:11:00+05:30,24886.45,24896.85,24884.4,24896.85,0
2025-06-20T10:12:00+05:30,24898.4,24915.55,24898.4,24913.65,0
2025-06-20T10:13:00+05:30,24914.4,24915.1,24909.4,24911.5,0
2025-06-20T10:14:00+05:30,24911.2,24919.15,24909.2,24919.05,0
2025-06-20T10:15:00+05:30,24918.85,24945.5,24918.85,24941.6,0
2025-06-20T10:16:00+05:30,24942.75,24952.5,24934.85,24935.35,0
2025-06-20T10:17:00+05:30,24936.35,24950.5,24935.85,24947.35,0
2025-06-20T10:18:00+05:30,24948.0,24964.55,24948.0,24961.5,0
2025-06-20T10:19:00+05:30,24962.0,24963.35,24957.55,24958.6,0
2025-06-20T10:20:00+05:30,24959.15,24974.55,24959.15,24967.9,0
2025-06-20T10:21:00+05:30,24967.55,24975.95,24965.7,24972.75,0
2025-06-20T10:22:00+05:30,24972.1,24978.9,24968.7,24977.4,0
2025-06-20T10:23:00+05:30,24977.5,24981.9,24973.2,24974.3,0
2025-06-20T10:24:00+05:30,24973.3,24980.25,24973.3,24978.95,0
2025-06-20T10:25:00+05:30,24979.3,24987.1,24977.55,24986.15,0
2025-06-20T10:26:00+05:30,24986.7,24997.8,24983.4,24996.55,0
2025-06-20T10:27:00+05:30,24996.95,25018.7,24996.95,25010.75,0
2025-06-20T10:28:00+05:30,25009.3,25009.75,25000.0,25002.95,0
2025-06-20T10:29:00+05:30,25004.0,25010.3,25002.05,25008.95,0
2025-06-20T10:30:00+05:30,25009.95,25024.6,25006.9,25023.5,0
2025-06-20T10:31:00+05:30,25022.05,25040.45,25022.05,25026.7,0
2025-06-20T10:32:00+05:30,25025.7,25032.5,25013.1,25030.0,0
2025-06-20T10:33:00+05:30,25030.15,25035.65,25023.75,25026.35,0
2025-06-20T10:34:00+05:30,25025.95,25031.4,25023.85,25024.65,0
2025-06-20T10:35:00+05:30,25025.45,25030.55,25022.5,25022.5,0
2025-06-20T10:36:00+05:30,25022.75,25022.75,25016.9,25020.3,0
2025-06-20T10:37:00+05:30,25020.15,25023.4,25015.65,25018.25,0
2025-06-20T10:38:00+05:30,25018.45,25020.05,25006.55,25008.25,0
2025-06-20T10:39:00+05:30,25007.7,25012.4,25004.85,25004.85,0
2025-06-20T10:40:00+05:30,25005.35,25008.4,25001.3,25006.5,0
2025-06-20T10:41:00+05:30,25007.3,25018.8,25005.8,25013.15,0
2025-06-20T10:42:00+05:30,25011.5,25013.4,25007.1,25009.35,0
2025-06-20T10:43:00+05:30,25009.7,25013.95,25003.65,25003.95,0
2025-06-20T10:44:00+05:30,25004.25,25004.65,24996.5,25001.6,0
2025-06-20T10:45:00+05:30,25002.95,25003.9,24998.5,25001.6,0
2025-06-20T10:46:00+05:30,25002.05,25005.5,25001.5,25003.4,0
2025-06-20T10:47:00+05:30,25003.65,25008.75,24996.2,25001.4,0
2025-06-20T10:48:00+05:30,25001.15,25003.95,24997.85,24999.15,0
2025-06-20T10:49:00+05:30,25000.35,25003.65,24996.1,25003.35,0
2025-06-20T10:50:00+05:30,25002.9,25009.85,25002.85,25007.6,0
2025-06-20T10:51:00+05:30,25007.55,25012.55,25007.55,25009.05,0
2025-06-20T10:52:00+05:30,25009.0,25021.85,25006.3,25021.85,0
2025-06-20T10:53:00+05:30,25020.0,25024.65,25017.35,25020.85,0
2025-06-20T10:54:00+05:30,25020.2,25022.4,25017.5,25020.8,0
2025-06-20T10:55:00+05:30,25020.7,25021.9,25013.0,25013.0,0
2025-06-20T10:56:00+05:30,25013.05,25015.1,25008.85,25009.55,0
2025-06-20T10:57:00+05:30,25009.3,25011.2,25004.95,25006.75,0
2025-06-20T10:58:00+05:30,25006.5,25007.05,24997.9,24998.0,0
2025-06-20T10:59:00+05:30,24996.35,24997.0,24991.4,24994.95,0
2025-06-20T11:00:00+05:30,24994.85,25004.05,24994.85,25003.4,0
2025-06-20T11:01:00+05:30,25002.7,25005.75,24999.0,25004.4,0
2025-06-20T11:02:00+05:30,25005.55,25009.05,25002.5,25003.0,0
2025-06-20T11:03:00+05:30,25003.15,25009.7,25002.15,25005.0,0
2025-06-20T11:04:00+05:30,25004.55,25012.05,25002.95,25009.65,0
2025-06-20T11:05:00+05:30,25009.5,25015.6,25008.7,25012.8,0
2025-06-20T11:06:00+05:30,25012.05,25015.45,25008.4,25011.75,0
2025-06-20T11:07:00+05:30,25011.9,25014.55,25009.55,25014.1,0
2025-06-20T11:08:00+05:30,25013.1,25015.3,25009.0,25012.8,0
2025-06-20T11:09:00+05:30,25012.6,25015.85,25011.6,25012.9,0
2025-06-20T11:10:00+05:30,25012.4,25015.45,25010.9,25011.25,0
2025-06-20T11:11:00+05:30,25011.1,25011.3,25002.8,25005.35,0
2025-06-20T11:12:00+05:30,25005.95,25008.3,25002.9,25004.95,0
2025-06-20T11:13:00+05:30,25005.95,25010.8,25004.95,25010.0,0
2025-06-20T11:14:00+05:30,25009.85,25017.4,25009.85,25016.55,0
2025-06-20T11:15:00+05:30,25016.65,25017.8,25012.3,25017.35,0
2025-06-20T11:16:00+05:30,25016.9,25019.8,25016.4,25019.2,0
2025-06-20T11:17:00+05:30,25019.25,25019.75,25011.0,25011.45,0
2025-06-20T11:18:00+05:30,25011.2,25012.3,25005.65,25008.6,0
2025-06-20T11:19:00+05:30,25008.8,25010.8,25006.05,25006.2,0
2025-06-20T11:20:00+05:30,25006.4,25011.9,25006.2,25009.0,0
2025-06-20T11:21:00+05:30,25008.4,25009.15,25005.7,25007.25,0
2025-06-20T11:22:00+05:30,25006.95,25008.6,25005.05,25008.35,0
2025-06-20T11:23:00+05:30,25008.95,25015.5,25007.1,25013.9,0
2025-06-20T11:24:00+05:30,25014.4,25018.7,25009.05,25010.6,0
2025-06-20T11:25:00+05:30,25009.35,25012.45,25007.6,25009.3,0
2025-06-20T11:26:00+05:30,25009.1,25012.0,25007.55,25009.05,0
2025-06-20T11:27:00+05:30,25008.2,25011.35,25006.7,25008.35,0
2025-06-20T11:28:00+05:30,25007.95,25011.3,25006.6,25006.75,0
2025-06-20T11:29:00+05:30,25006.95,25008.7,25004.0,25004.0,0
2025-06-20T11:30:00+05:30,25003.3,25015.55,25002.9,25015.45,0
2025-06-20T11:31:00+05:30,25015.1,25018.6,25013.7,25017.55,0
2025-06-20T11:32:00+05:30,25017.7,25017.7,25010.9,25011.3,0
2025-06-20T11:33:00+05:30,25010.4,25012.35,25009.2,25010.8,0
2025-06-20T11:34:00+05:30,25011.6,25017.3,25010.75,25016.35,0
2025-06-20T11:35:00+05:30,25016.9,25019.9,25015.3,25019.9,0
2025-06-20T11:36:00+05:30,25019.15,25020.75,25014.85,25017.0,0
2025-06-20T11:37:00+05:30,25017.2,25018.25,25011.65,25014.35,0
2025-06-20T11:38:00+05:30,25013.8,25019.35,25012.45,25017.6,0
2025-06-20T11:39:00+05:30,25017.7,25035.75,25016.9,25034.15,0
2025-06-20T11:40:00+05:30,25036.3,25044.1,25034.95,25042.45,0
2025-06-20T11:41:00+05:30,25042.6,25045.0,25030.0,25030.3,0
2025-06-20T11:42:00+05:30,25030.15,25035.85,25029.3,25029.75,0
2025-06-20T11:43:00+05:30,25029.85,25031.7,25023.45,25024.2,0
2025-06-20T11:44:00+05:30,25024.7,25026.4,25016.65,25019.4,0
2025-06-20T11:45:00+05:30,25019.05,25024.0,25017.75,25022.15,0
2025-06-20T11:46:00+05:30,25022.45,25032.2,25021.5,25027.05,0
2025-06-20T11:47:00+05:30,25026.6,25029.3,25024.7,25028.4,0
2025-06-20T11:48:00+05:30,25027.95,25031.45,25027.4,25028.75,0
2025-06-20T11:49:00+05:30,25029.4,25036.5,25028.25,25034.25,0
2025-06-20T11:50:00+05:30,25033.75,25039.75,25032.95,25037.05,0
2025-06-20T11:51:00+05:30,25037.1,25038.65,25031.35,25035.95,0
2025-06-20T11:52:00+05:30,25035.7,25042.55,25034.45,25040.55,0
2025-06-20T11:53:00+05:30,25041.25,25044.25,25039.3,25041.55,0
2025-06-20T11:54:00+05:30,25040.85,25041.4,25034.95,25038.85,0
2025-06-20T11:55:00+05:30,25038.35,25040.25,25031.05,25032.75,0
2025-06-20T11:56:00+05:30,25032.1,25034.75,25027.4,25032.6,0
2025-06-20T11:57:00+05:30,25033.25,25039.4,25033.1,25035.3,0
2025-06-20T11:58:00+05:30,25036.4,25039.7,25031.45,25031.45,0
2025-06-20T11:59:00+05:30,25031.75,25034.75,25029.4,25029.75,0
2025-06-20T12:00:00+05:30,25029.85,25032.35,25024.85,25026.65,0
2025-06-20T12:01:00+05:30,25027.8,25030.75,25024.2,25025.8,0
2025-06-20T12:02:00+05:30,25025.0,25028.0,25023.15,25023.95,0
2025-06-20T12:03:00+05:30,25024.25,25030.05,25022.35,25026.75,0
2025-06-20T12:04:00+05:30,25026.8,25031.2,25025.05,25028.3,0
2025-06-20T12:05:00+05:30,25028.0,25033.4,25026.7,25028.0,0
2025-06-20T12:06:00+05:30,25027.55,25032.4,25026.75,25030.75,0
2025-06-20T12:07:00+05:30,25031.95,25036.05,25028.25,25029.4,0
2025-06-20T12:08:00+05:30,25028.35,25032.25,25026.45,25030.05,0
2025-06-20T12:09:00+05:30,25029.55,25032.95,25028.55,25029.3,0
2025-06-20T12:10:00+05:30,25030.1,25031.95,25028.05,25030.65,0
2025-06-20T12:11:00+05:30,25030.05,25036.1,25030.05,25032.95,0
2025-06-20T12:12:00+05:30,25032.85,25036.9,25031.0,25034.5,0
2025-06-20T12:13:00+05:30,25035.8,25039.55,25033.3,25037.3,0
2025-06-20T12:14:00+05:30,25036.4,25043.2,25036.4,25040.1,0
2025-06-20T12:15:00+05:30,25039.75,25042.2,25037.85,25040.55,0
2025-06-20T12:16:00+05:30,25040.8,25042.5,25036.0,25038.75,0
2025-06-20T12:17:00+05:30,25038.9,25040.05,25028.7,25030.05,0
2025-06-20T12:18:00+05:30,25029.6,25031.5,25021.45,25023.15,0
2025-06-20T12:19:00+05:30,25023.9,25026.6,25019.0,25019.6,0
2025-06-20T12:20:00+05:30,25019.3,25021.6,25016.35,25017.3,0
2025-06-20T12:21:00+05:30,25017.05,25019.65,25009.9,25009.9,0
2025-06-20T12:22:00+05:30,25009.6,25012.75,25006.4,25011.3,0
2025-06-20T12:23:00+05:30,25010.35,25011.9,25001.0,25003.55,0
2025-06-20T12:24:00+05:30,25004.25,25004.25,24998.45,25001.45,0
2025-06-20T12:25:00+05:30,25003.25,25003.25,24989.45,24990.55,0
2025-06-20T12:26:00+05:30,24990.6,24994.9,24988.85,24993.8,0
2025-06-20T12:27:00+05:30,24994.4,24998.6,24990.65,24991.0,0
2025-06-20T12:28:00+05:30,24991.05,24993.2,24984.65,24984.65,0
2025-06-20T12:29:00+05:30,24984.9,24989.3,24979.85,24981.95,0
2025-06-20T12:30:00+05:30,24981.25,24988.3,24981.25,24982.9,0
2025-06-20T12:31:00+05:30,24983.65,24984.7,24975.35,24975.85,0
2025-06-20T12:32:00+05:30,24975.35,24979.3,24973.9,24978.0,0
2025-06-20T12:33:00+05:30,24977.5,24980.2,24975.85,24979.05,0
2025-06-20T12:34:00+05:30,24978.9,24978.9,24964.05,24966.35,0
2025-06-20T12:35:00+05:30,24965.65,24972.95,24964.6,24968.35,0
2025-06-20T12:36:00+05:30,24969.25,24975.1,24966.0,24971.4,0
2025-06-20T12:37:00+05:30,24972.35,24982.25,24970.35,24980.7,0
2025-06-20T12:38:00+05:30,24980.5,24984.75,24977.45,24980.5,0
2025-06-20T12:39:00+05:30,24980.45,24987.0,24980.3,24984.6,0
2025-06-20T12:40:00+05:30,24985.05,24986.85,24980.65,24984.1,0
2025-06-20T12:41:00+05:30,24984.0,24985.35,24981.3,24984.8,0
2025-06-20T12:42:00+05:30,24984.6,24997.8,24983.55,24995.85,0
2025-06-20T12:43:00+05:30,24995.35,24999.7,24991.65,24998.9,0
2025-06-20T12:44:00+05:30,24997.75,25002.25,24997.45,25000.9,0
2025-06-20T12:45:00+05:30,25000.2,25006.2,24997.85,25003.85,0
2025-06-20T12:46:00+05:30,25004.9,25014.25,25003.9,25014.05,0
2025-06-20T12:47:00+05:30,25012.65,25018.95,25009.95,25016.4,0
2025-06-20T12:48:00+05:30,25016.65,25019.15,25012.75,25016.9,0
2025-06-20T12:49:00+05:30,25017.6,25022.45,25015.3,25020.85,0
2025-06-20T12:50:00+05:30,25020.65,25024.2,25019.45,25022.85,0
2025-06-20T12:51:00+05:30,25023.3,25032.45,25022.9,25032.45,0
2025-06-20T12:52:00+05:30,25032.55,25032.9,25024.95,25029.3,0
2025-06-20T12:53:00+05:30,25028.0,25032.2,25027.25,25028.75,0
2025-06-20T12:54:00+05:30,25028.45,25030.6,25026.8,25027.9,0
2025-06-20T12:55:00+05:30,25028.25,25029.65,25024.65,25025.75,0
2025-06-20T12:56:00+05:30,25025.45,25028.5,25023.9,25024.8,0
2025-06-20T12:57:00+05:30,25025.0,25028.85,25024.2,25026.3,0
2025-06-20T12:58:00+05:30,25025.85,25031.15,25025.55,25029.4,0
2025-06-20T12:59:00+05:30,25029.15,25033.2,25022.05,25022.5,0
2025-06-20T13:00:00+05:30,25021.95,25024.9,25018.65,25020.7,0
2025-06-20T13:01:00+05:30,25021.8,25023.7,25018.1,25021.6,0
2025-06-20T13:02:00+05:30,25021.9,25028.5,25018.9,25025.5,0
2025-06-20T13:03:00+05:30,25025.85,25028.35,25019.55,25023.65,0
2025-06-20T13:04:00+05:30,25025.7,25029.4,25024.1,25025.5,0
2025-06-20T13:05:00+05:30,25024.25,25026.85,25018.65,25018.7,0
2025-06-20T13:06:00+05:30,25018.35,25029.4,25017.65,25027.2,0
2025-06-20T13:07:00+05:30,25027.7,25041.15,25027.0,25037.05,0
